ID,EID,Original_Sentence,Modal_Verb,Marked_Sentence_English,Marked_Sentence_Japanese,Source_Modal,Tested_Modal,Transformation_Strategy,Transformation_Category,Palmer_Annotations,Quirk_Annotations,Palmer_Expected,Quirk_Expected,Grammaticality_Expected,Completed,Annotation_Notes,Grammaticality_Explanation,Repair_Status
846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593_alt_can,846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593,"I suppose it is, but I wonder if the fact that you studied might have had more to do with it?",can,"I suppose it is, but I wonder if the fact that you studied *can* have had more to do with it?","",might,can,possibility_to_impossibility,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'can'. Strategy: possibility_to_impossibility. Please verify grammaticality and classify modal categories.,"The modal *can* is correctly used in the form *can have had*, which is a standard modal‑perfect construction. It is placed appropriately after the subject *the fact that you studied* and agrees with the singular subject. The clause context (a subordinate clause introduced by *if*) is also acceptable. The sentence is grammatically sound, though it may sound slightly awkward in everyday speech.",""
846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593_alt_could,846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593,"I suppose it is, but I wonder if the fact that you studied might have had more to do with it?",could,"I suppose it is, but I wonder if the fact that you studied *could* have had more to do with it?","",might,could,possibility_to_ability_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'could'. Strategy: possibility_to_ability_substitution. Please verify grammaticality and classify modal categories.,"The modal *could* is correctly used in the perfect modal construction *could have had*, with appropriate subject‑verb agreement and placement within the subordinate clause.",""
846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593_alt_may,846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593,"I suppose it is, but I wonder if the fact that you studied might have had more to do with it?",may,"I suppose it is, but I wonder if the fact that you studied *may* have had more to do with it?","",might,may,possibility_to_permission_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'may'. Strategy: possibility_to_permission_substitution. Please verify grammaticality and classify modal categories.,"The modal *may* is correctly used before the perfect infinitive *have had* to express possibility in the subordinate clause. Its placement after the subject *you studied* and before the infinitive is standard, and the overall clause structure is grammatical.",""
846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593_alt_must,846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593,"I suppose it is, but I wonder if the fact that you studied might have had more to do with it?",must,"I suppose it is, but I wonder if the fact that you studied *must have had* more to do with it?","",might,must,possibility_to_necessity,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'must'. Strategy: possibility_to_necessity. Please verify grammaticality and classify modal categories.,"The modal phrase ""must have had"" is correctly formed (modal + perfect infinitive) and appropriately placed after the subject ""the fact that you studied"". It expresses a strong inference about a past event and fits the clause context introduced by ""if"". No agreement or placement errors are present.",api
846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593_alt_shall,846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593,"I suppose it is, but I wonder if the fact that you studied might have had more to do with it?",shall,"I suppose it is, but I wonder if the fact that you studied *shall* have had more to do with it?","",might,shall,possibility_to_obligation_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,no,0,Modal substitution: 'might' → 'shall'. Strategy: possibility_to_obligation_substitution. Please verify grammaticality and classify modal categories.,"The modal *shall* is used as a noun in the clause ""you studied *shall*"", which is ungrammatical. Modals cannot function as ordinary nouns in this way; the sentence should use a different construction (e.g., ""you studied *shall*"" is incorrect).",api
846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593_alt_should,846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593,"I suppose it is, but I wonder if the fact that you studied might have had more to do with it?",should,"I suppose it is, but I wonder if the fact that you studied *should have* had more to do with it?","",might,should,possibility_to_advice_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'should'. Strategy: possibility_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal phrase ""should have"" is correctly formed (modal + perfect infinitive) and is appropriately placed after the subject clause ""you studied"". It functions as a standard modal perfect construction, so it is grammatically acceptable.",api
846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593_alt_will,846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593,"I suppose it is, but I wonder if the fact that you studied might have had more to do with it?",will,"I suppose it is, but I wonder if the fact that you studied *will* have had more to do with it?","",might,will,possibility_to_prediction,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'will'. Strategy: possibility_to_prediction. Please verify grammaticality and classify modal categories.,"The modal *will* is correctly used in the future‑perfect construction *will have had*. Its form, placement after the subject, and agreement with the singular subject *the fact that you studied* are all grammatical. The clause is a subordinate interrogative, and while the choice of future‑perfect may be stylistically odd for a past‑referencing question, the modal itself is acceptable.",""
846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593_alt_would,846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593,"I suppose it is, but I wonder if the fact that you studied might have had more to do with it?",would,"I suppose it is, but I wonder if the fact that you studied *would* have had more to do with it?","",might,would,possibility_to_conditional_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'would'. Strategy: possibility_to_conditional_substitution. Please verify grammaticality and classify modal categories.,"The modal *would* is correctly used in the perfect conditional construction *would have had*. It follows the subject *the fact that you studied* and is in the appropriate form for a hypothetical past situation. The overall clause is syntactically acceptable, though the phrasing may feel slightly awkward, it is not ungrammatical.",""
846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593_alt_ought_to,846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593,"I suppose it is, but I wonder if the fact that you studied might have had more to do with it?",ought to,"I suppose it is, but I wonder if the fact that you studied *ought to have had* had more to do with it?","",might,ought to,possibility_to_advice_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,no,0,Modal substitution: 'might' → 'ought to'. Strategy: possibility_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal phrase *ought to have had* is a correct modal‑perfect construction in isolation, but in the sentence it is used incorrectly as if it were a noun phrase after *studied*. The clause *you studied ought to have had* is ungrammatical, so the marked modal is not acceptable in this context.",api
069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372_orig,069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372,well i had one that did that and he lived to 17 so there may still be hope,may,well i had one that did that and he lived to 17 so there *may* still be hope,"",may,may,original,original,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",epistemic,possibility,yes,1,Original sentence from dataset. Modal: 'may'. Verified and complete.,"",""
069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372_alt_can,069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372,well i had one that did that and he lived to 17 so there may still be hope,can,well i had one that did that and he lived to 17 so there *can* still be hope,"",may,can,permission_to_ability_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'can'. Strategy: permission_to_ability_substitution. Please verify grammaticality and classify modal categories.,"The modal 'can' is correctly used in the existential clause 'there can still be hope', with proper placement and agreement.",""
069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372_alt_could,069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372,well i had one that did that and he lived to 17 so there may still be hope,could,well i had one that did that and he lived to 17 so there *could* still be hope,"",may,could,permission_to_ability_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'could'. Strategy: permission_to_ability_substitution. Please verify grammaticality and classify modal categories.,"The modal *could* is correctly used in the clause ""there could still be hope"". It is in base form after the modal, followed by the verb ""be"", and the construction is grammatically acceptable.",""
069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372_alt_might,069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372,well i had one that did that and he lived to 17 so there may still be hope,might,well i had one that did that and he lived to 17 so there *might* still be hope,"",may,might,permission_to_possibility,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'might'. Strategy: permission_to_possibility. Please verify grammaticality and classify modal categories.,"The modal *might* is correctly used after *there* to express possibility, and its form and placement are appropriate for the clause ""there might still be hope.""",""
069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372_alt_must,069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372,well i had one that did that and he lived to 17 so there may still be hope,must,well i had one that did that and he lived to 17 so there *must* still be hope,"",may,must,permission_to_necessity,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'must'. Strategy: permission_to_necessity. Please verify grammaticality and classify modal categories.,"The modal *must* is correctly used after the dummy subject *there* in the clause *there must still be hope*. It is in the appropriate form, placed correctly, and agrees with the clause context. No grammatical errors are present in the marked span.",""
069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372_alt_shall,069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372,well i had one that did that and he lived to 17 so there may still be hope,shall,well i had one that did that and he lived to 17 so there *shall* still be hope,"",may,shall,permission_to_obligation_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'shall'. Strategy: permission_to_obligation_substitution. Please verify grammaticality and classify modal categories.,"The modal *shall* is correctly used in the future construction ""there shall still be hope."" It is a valid, though somewhat formal, way to express a future state. No agreement or placement errors are present.",""
069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372_alt_should,069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372,well i had one that did that and he lived to 17 so there may still be hope,should,well i had one that did that and he lived to 17 so there *should* still be hope,"",may,should,permission_to_advice_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'should'. Strategy: permission_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal *should* is correctly used in the clause ""there should still be hope"", expressing a reasonable expectation or possibility. Its form, placement, and agreement are all appropriate.",""
069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372_alt_will,069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372,well i had one that did that and he lived to 17 so there may still be hope,will,well i had one that did that and he lived to 17 so there *will* still be hope,"",may,will,permission_to_prediction_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'will'. Strategy: permission_to_prediction_substitution. Please verify grammaticality and classify modal categories.,"The modal *will* is correctly used in the future-tense clause ""there will still be hope"". It follows the dummy subject *there*, is in the appropriate form, and agrees with the clause context. No grammatical errors are present in the marked span.",""
069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372_alt_would,069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372,well i had one that did that and he lived to 17 so there may still be hope,would,well i had one that did that and he lived to 17 so there *would* still be hope,"",may,would,permission_to_conditional_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'would'. Strategy: permission_to_conditional_substitution. Please verify grammaticality and classify modal categories.,"The modal *would* is correctly used as an auxiliary in the clause ""there would still be hope"", with proper placement before the main verb ""be"" and agreement with the dummy subject ""there"".",""
069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372_alt_ought_to,069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372,well i had one that did that and he lived to 17 so there may still be hope,ought to,well i had one that did that and he lived to 17 so there *ought to* still be hope,"",may,ought to,permission_to_advice_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'ought to'. Strategy: permission_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal *ought to* is correctly used as an auxiliary followed by the infinitive *be*. The adverb *still* is placed after *to*, which is acceptable in informal English. The clause ""there ought to still be hope"" is grammatically sound.",""
3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c_orig,3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c,Well when I was younger I began experimenting with something some may call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,may,Well when I was younger I began experimenting with something some *may* call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,"",may,may,original,original,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",epistemic,possibility,yes,1,Original sentence from dataset. Modal: 'may'. Verified and complete.,"",""
3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c_alt_can,3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c,Well when I was younger I began experimenting with something some may call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,can,Well when I was younger I began experimenting with something some *can* call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,"",may,can,permission_to_ability_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'can'. Strategy: permission_to_ability_substitution. Please verify grammaticality and classify modal categories.,"The modal *can* is correctly used with the plural subject *some* and the base verb *call*. Its placement after the subject and within the clause ""some can call taboo or even wrong"" is acceptable, even though the overall phrasing is a bit informal. No agreement or form errors are present.",""
3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c_alt_could,3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c,Well when I was younger I began experimenting with something some may call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,could,Well when I was younger I began experimenting with something some *could* call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,"",may,could,permission_to_ability_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'could'. Strategy: permission_to_ability_substitution. Please verify grammaticality and classify modal categories.,"The modal *could* is correctly used to express possibility (""some people might call it taboo""). It is in the proper form, placed after the subject *some*, and the base form *call* follows it. The clause functions as a modifier of *something*, and the overall construction is grammatically acceptable.",""
3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c_alt_might,3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c,Well when I was younger I began experimenting with something some may call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,might,Well when I was younger I began experimenting with something some *might* call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,"",may,might,permission_to_possibility,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'might'. Strategy: permission_to_possibility. Please verify grammaticality and classify modal categories.,"The modal *might* is correctly used in the clause ""some might call taboo or even wrong,"" functioning as a modal verb followed by the base form of the verb *call*. The subject *some* (implied to be people) is compatible with the modal, and the placement and agreement are appropriate. No grammatical errors are present in the marked span.",""
3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c_alt_must,3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c,Well when I was younger I began experimenting with something some may call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,must,Well when I was younger I began experimenting with something some *must* be called taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,"",may,must,permission_to_necessity,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,no,0,Modal substitution: 'may' → 'must'. Strategy: permission_to_necessity. Please verify grammaticality and classify modal categories.,"The modal *must* is used incorrectly in the clause ""something some must be called taboo or even wrong."" The construction is ungrammatical; a modal such as *might* or *could* would be appropriate, or the sentence would need restructuring to make *must* fit the subject and verb correctly.",api
3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c_alt_shall,3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c,Well when I was younger I began experimenting with something some may call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,shall,Well when I was younger I began experimenting with something some *shall* call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,"",may,shall,permission_to_obligation_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'shall'. Strategy: permission_to_obligation_substitution. Please verify grammaticality and classify modal categories.,"The modal verb *shall* is correctly used in the future sense in the clause ""some shall call taboo or even wrong."" While *shall* is somewhat archaic or formal in contemporary English (where *will* is more common), its form, placement, and agreement are grammatical.",""
3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c_alt_should,3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c,Well when I was younger I began experimenting with something some may call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,should,Well when I was younger I began experimenting with something some *should* call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,"",may,should,permission_to_advice_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'should'. Strategy: permission_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal *should* is correctly used with the base form *call* and the subject *some* (implied *some people*). The placement and agreement are appropriate for the clause ""something some should call taboo or even wrong.""",""
3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c_alt_will,3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c,Well when I was younger I began experimenting with something some may call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,will,Well when I was younger I began experimenting with something some *will* call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,"",may,will,permission_to_prediction_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'will'. Strategy: permission_to_prediction_substitution. Please verify grammaticality and classify modal categories.,"The modal *will* is correctly used as a future auxiliary in the relative clause ""some will call taboo or even wrong,"" modifying ""something."" The form, placement, and agreement are all appropriate for standard English.",""
3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c_alt_would,3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c,Well when I was younger I began experimenting with something some may call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,would,Well when I was younger I began experimenting with something some *would* call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,"",may,would,permission_to_conditional_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'would'. Strategy: permission_to_conditional_substitution. Please verify grammaticality and classify modal categories.,"The modal *would* is correctly used in the past‑tense context to express a habitual or general statement (“some would call it taboo or wrong”). Its form, placement, and agreement are all appropriate for the clause “something some would call taboo or even wrong.”",""
3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c_alt_ought_to,3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c,Well when I was younger I began experimenting with something some may call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,ought to,Well when I was younger I began experimenting with something some *ought to* call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,"",may,ought to,permission_to_advice_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'may' → 'ought to'. Strategy: permission_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal *ought to* is correctly formed and positioned after the subject *some*, and it is followed by the infinitive *call*. The construction *some ought to call* is grammatically acceptable, even though the complement *taboo or even wrong* is a bit unusual semantically.",""
70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6_orig,70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6,My boss told us all today that there might be lay offs coming.,might,My boss told us all today that there *might* be lay offs coming.,"",might,might,original,original,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",epistemic,possibility,yes,1,Original sentence from dataset. Modal: 'might'. Verified and complete.,"",""
70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6_alt_can,70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6,My boss told us all today that there might be lay offs coming.,can,My boss told us all today that there *can* be lay offs coming.,"",might,can,possibility_to_impossibility,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'can'. Strategy: possibility_to_impossibility. Please verify grammaticality and classify modal categories.,"The modal *can* is correctly used to express possibility in the clause ""there can be layoffs coming,"" with proper form, placement, and agreement.",""
70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6_alt_could,70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6,My boss told us all today that there might be lay offs coming.,could,My boss told us all today that there *could* be lay offs coming.,"",might,could,possibility_to_ability_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'could'. Strategy: possibility_to_ability_substitution. Please verify grammaticality and classify modal categories.,"The modal *could* is correctly used in the subordinate clause ""there could be lay offs coming,"" with proper form, placement, and agreement.",""
70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6_alt_may,70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6,My boss told us all today that there might be lay offs coming.,may,My boss told us all today that there *may* be lay offs coming.,"",might,may,possibility_to_permission_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'may'. Strategy: possibility_to_permission_substitution. Please verify grammaticality and classify modal categories.,"",""
70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6_alt_must,70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6,My boss told us all today that there might be lay offs coming.,must,My boss told us all today that there *must* be lay offs coming.,"",might,must,possibility_to_necessity,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'must'. Strategy: possibility_to_necessity. Please verify grammaticality and classify modal categories.,The modal 'must' is correctly used in the subordinate clause to express necessity.,""
70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6_alt_shall,70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6,My boss told us all today that there might be lay offs coming.,shall,My boss told us all today that there *shall* be lay offs coming.,"",might,shall,possibility_to_obligation_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'shall'. Strategy: possibility_to_obligation_substitution. Please verify grammaticality and classify modal categories.,"The modal *shall* is correctly used in the future sense in the clause ""there shall be layoffs coming."" It follows the subject *there* and the verb *be*, and its placement after the reporting verb *told* is acceptable. While *shall* is somewhat formal and less common in everyday American English, it is grammatically correct in this context.",""
70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6_alt_should,70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6,My boss told us all today that there might be lay offs coming.,should,My boss told us all today that there *should* be lay offs coming.,"",might,should,possibility_to_advice_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'should'. Strategy: possibility_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal *should* is correctly used in the subordinate clause ""that there should be layoffs coming."" It is in the proper form, placed after the complementizer ""that,"" and agrees with the subject ""there"" in the sense of an existential clause. No grammatical errors involve the marked modal.",""
70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6_alt_will,70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6,My boss told us all today that there might be lay offs coming.,will,My boss told us all today that there *will* be lay offs coming.,"",might,will,possibility_to_prediction,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'will'. Strategy: possibility_to_prediction. Please verify grammaticality and classify modal categories.,"The modal *will* is correctly used in the subordinate clause to indicate a future event. Its form, placement after *there*, and agreement with the singular noun *layoffs* are all grammatical.",""
